15030,"CAYROLS ",285222,"8,9",25380,"- ","    .     ","- ",284114,"11,08",31483,"- ","      .   ","- "
15031,"CELLES ",202778,"9,18",18620,"- ","    .     ","- ",200886,"11,06",22216,"- ","      .   ","- "
15032,"CELOUX ",42095,"12,9",5430,"- ","    .     ","- ",42185,"4,24",1789,"- ","      .   ","- "
15033,"CEZENS ",209406,"10,76",22535,"- ","    .     ","- ",206160,"11,64",23998,"- ","      .   ","- "
15034,"CHALIERS ",152157,"6,2",9432,"- ","    .     ","- ",150899,"12,58",18987,"- ","      .   ","- "
15035,"CHALINARGUES ",397674,"7,3",29030,"- ","    .     ","- ",391838,"11,06",43345,"- ","      .   ","- "
15036,"CHALVIGNAC ",390194,"19,71",76911,"- ","    .     ","- ",390732,"4,5",17593,"- ","      .   ","- "
15037,"CHAMPAGNAC ",883521,"27,26",240852,"- ","    .     ","- ",881927,"7,07",62322,"- ","      .   ","- "
15038,"CHAMPS-SUR-TARENTAINE ",1139514,"18,46",210341,"- ","    .     ","- ",1139741,"7,07",80556,"- ","      .   ","- "
15040,"CHANTERELLE ",115401,"16,81",19406,"- ","    .     ","- ",115204,"9,23",10637,"- ","      .   ","- "
15041,"LA CHAPELLE D'ALAGNON ",227201,"9,13",20742,"- ","    .     ","- ",226280,"11,06",25024,"- ","      .   ","- "
15042,"LA-CHAPELLE-LAURENT ",259869,"15,82",41111,"- ","    .     ","- ",257784,"4,24",10928,"- ","      .   ","- "
15043,"CHARMENSAC ",65715,"14,64",9621,"- ","    .     ","- ",65755,"9,23",6068,"- ","      .   ","- "
15044,"CHASTEL-SUR-MURAT ",94715,10,9470,"- ","    .     ","- ",92893,"11,06",10274,"- ","      .   ","- "
15045,"CHAUDES AIGUES ",989819,"16,67",165024,"- ","    .     ","- ",989793,"4,35",43056,"- ","      .   ","- "
15046,"CHAUSSENAC ",253659,"9,62",24403,"- ","    .     ","- ",252395,"12,02",30342,"- ","      .   ","- "
15047,"CHAVAGNAC ",118113,"7,51",8871,"- ","    .     ","- ",117347,"11,06",12982,"- ","      .   ","- "
15048,"CHAZELLES ",25906,"15,95",4131,"- ","    .     ","- ",26034,"4,24",1104,"- ","      .   ","- "
15049,"CHEYLADE ",384454,"11,74",45139,"- ","    .     ","- ",382842,"11,48",43944,"- ","      .   ","- "
15050,"LE CLAUX ",364689,"10,57",38554,"- ","    .     ","- ",363693,"11,48",41754,"- ","      .   ","- "
15051,"CLAVIERES ",181633,"10,82",19657,"- ","    .     ","- ",180430,"12,58",22694,"- ","      .   ","- "
15052,"COLLANDRES ",158811,"8,28",13148,"- ","    .     ","- ",157335,"11,48",18064,"- ","      .   ","- "
15053,"COLTINES ",342403,"19,78",67723,"- ","    .     ","- ",341467,"2,01",6865,"- ","      .   ","- "
15054,"CONDAT ",1197994,"16,72",200291,"- ","    .     ","- ",1198240,"9,23",110590,"- ","      .   ","- "
15055,"COREN ",355192,"9,43",33502,"- ","    .     ","- ",353188,"12,58",44424,"- ","      .   ","- "
15056,"CRANDELLES ",735118,"20,29",149154,"- ","    .     ","- ",737908,"11,3",83381,"- ","      .   ","- "
15057,"CROS DE MONTVERT ",216056,"14,07",30394,"- ","    .     ","- ",216246,"2,46",5321,"- ","      .   ","- "
15058,"CROS DE RONESQUE ",109187,"9,12",9955,"- ","    .     ","- ",106666,"11,03",11766,"- ","      .   ","- "
15059,"CUSSAC ",92236,"9,07",8367,"- ","    .     ","- ",90891,"12,58",11432,"- ","      .   ","- "
15060,"DEUX VERGES ",35024,"22,81",7987,"- ","    .     ","- ",34892,"4,35",1518,"- ","      .   ","- "
15061,"DIENNE ",292187,13,37979,"- ","    .     ","- ",288910,"11,06",31952,"- ","      .   ","- "
15063,"DRUGEAC ",348110,"17,83",62068,"- ","    .     ","- ",348195,"4,5",15673,"- ","      .   ","- "
15064,"ESCORAILLES ",87053,"9,49",8266,"- ","    .     ","- ",86862,"12,02",10441,"- ","      .   ","- "
15065,"ESPINASSE ",88793,"14,33",12726,"- ","    .     ","- ",88865,"4,35",3869,"- ","      .   ","- "
15066,"LE FALGOUX ",330557,"6,37",21053,"- ","    .     ","- ",330100,"12,02",39675,"- ","      .   ","- "
15067,"LE FAU ",88805,"6,57",5836,"- ","    .     ","- ",88805,"12,02",10673,"- ","      .   ","- "
15068,"FAVEROLLES ",256543,"5,96",15292,"- ","    .     ","- ",254169,"12,58",31974,"- ","      .   ","- "
15069,"FERRIERES-SAINT-MARY ",274995,"19,3",53075,"- ","    .     ","- ",274962,"4,24",11658,"- ","      .   ","- "
15070,"FONTANGES ",272119,"10,35",28164,"- ","    .     ","- ",268142,"12,02",32231,"- ","      .   ","- "
15071,"FOURNOULES ",66486,"7,89",5244,"- ","    .     ","- ",66416,"11,01",7313,"- ","      .   ","- "
15072,"FREIX-ANGLARDS ",168540,"6,03",10163,"- ","    .     ","- ",166707,"12,02",20037,"- ","      .   ","- "
15073,"FRIDEFONT ",87363,"10,17",8883,"- ","    .     ","- ",87480,"4,35",3806,"- ","      .   ","- "
15074,"GIOU DE MAMOU ",791294,"13,68",108256,"- ","    .     ","- ",799726,"11,3",90374,"- ","      .   ","- "
15075,"GIRGOLS ",76431,"7,53",5754,"- ","    .     ","- ",74387,"12,02",8940,"- ","      .   ","- "
15076,"GLENAT ",227927,"17,81",40591,"- ","    .     ","- ",227855,"2,46",5607,"- ","      .   ","- "
15077,"GOURDIEGES ",60172,"7,73",4653,"- ","    .     ","- ",59992,"11,64",6983,"- ","      .   ","- "
15078,"JABRUN ",140033,"16,27",22787,"- ","    .     ","- ",140015,"4,35",6090,"- ","      .   ","- "
15079,"JALEYRAC ",308663,"20,04",61855,"- ","    .     ","- ",309046,"4,5",13911,"- ","      .   ","- "
15080,"JOURSAC ",171614,"14,44",24782,"- ","    .     ","- ",171913,"9,23",15872,"- ","      .   ","- "
15081,"JOU SOUS MONJOU ",122618,"8,71",10681,"- ","    .     ","- ",122022,"11,03",13461,"- ","      .   ","- "
15082,"JUNHAC ",247444,"14,58",36075,"- ","    .     ","- ",262416,"11,06",29021,"- ","      .   ","- "
15083,"JUSSAC ",2216371,"14,29",316743,"- ","    .     ","- ",2237757,"11,3",252855,"- ","      .   ","- "
15084,"LABESSERETTE ",288189,11,31696,"- ","    .     ","- ",286525,"11,06",31690,"- ","      .   ","- "
15085,"LABROUSSE ",429966,"13,23",56886,"- ","    .     ","- ",426596,"11,3",48202,"- ","      .   ","- "
15086,"LACAPELLE-BARRES ",80942,"12,03",9737,"- ","    .     ","- ",80509,"11,64",9373,"- ","      .   ","- "
15087,"LACAPELLE-DEL-FRAISSE ",272420,"15,31",41707,"- ","    .     ","- ",307308,"11,06",33984,"- ","      .   ","- "
15088,"LACAPELLE VIESCAMP ",667446,"7,58",50593,"- ","    .     ","- ",666176,"11,3",75274,"- ","      .   ","- "
15089,"LADINHAC ",382011,"9,25",35340,"- ","    .     ","- ",378323,"11,06",41847,"- ","      .   ","- "
15090,"LAFEUILLADE-EN-VEZIE ",532824,"10,38",55307,"- ","    .     ","- ",533552,"11,06",59016,"- ","      .   ","- "
15091,"LANDEYRAT ",80239,"17,38",13947,"- ","    .     ","- ",80113,"9,23",7393,"- ","      .   ","- "
15092,"LANOBRE ",1445407,"10,8",156111,"- ","    .     ","- ",1442475,"8,46",122017,"- ","      .   ","- "
15093,"LAPEYRUGUE ",101442,9,9129,"- ","    .     ","- ",100616,"11,06",11132,"- ","      .   ","- "
15094,"LAROQUEBROU ",955658,"25,02",239111,"- ","    .     ","- ",955196,"2,46",23502,"- ","      .   ","- "
15095,"LAROQUEVIEILLE ",333826,"9,13",30476,"- ","    .     ","- ",331224,"11,3",37428,"- ","      .   ","- "
15096,"LASCELLE ",297840,"11,55",34401,"- ","    .     ","- ",295381,"11,3",33382,"- ","      .   ","- "
15097,"LASTIC ",109396,"6,09",6662,"- ","    .     ","- ",108317,"12,58",13627,"- ","      .   ","- "
15098,"LAURIE ",86995,"17,46",15190,"- ","    .     ","- ",87022,"4,24",3691,"- ","      .   ","- "
15099,"LAVASTRIE ",256045,"5,09",13040,"- ","    .     ","- ",252467,"12,58",31755,"- ","      .   ","- "
15100,"LAVEISSENET ",91726,"8,5",7796,"- ","    .     ","- ",90751,"11,06",10038,"- ","      .   ","- "
15101,"LAVEISSIERE ",1965820,"7,63",149972,"- ","    .     ","- ",1959416,"11,06",216735,"- ","      .   ","- "
15102,"LAVIGERIE ",134271,"19,07",25606,"- ","    .     ","- ",133055,"11,06",14718,"- ","      .   ","- "
15103,"LEUCAMP ",208314,"13,23",27552,"- ","    .     ","- ",205137,"11,06",22696,"- ","      .   ","- "
15104,"LEYNHAC ",265458,"12,45",33044,"- ","    .     ","- ",261754,"11,01",28823,"- ","      .   ","- "
15105,"LEYVAUX ",39812,"21,1",8402,"- ","    .     ","- ",39770,"4,24",1687,"- ","      .   ","- "
15106,"LIEUTADES ",254855,"12,18",31039,"- ","    .     ","- ",253729,"11,64",29540,254855,"0,104",262
15107,"LORCIERES ",161966,"6,92",11211,"- ","    .     ","- ",161315,"12,58",20299,"- ","      .   ","- "
15108,"LOUBARESSE ",399386,"12,64",50488,"- ","    .     ","- ",396378,"12,58",49870,"- ","      .   ","- "
15110,"LUGARDE ",169399,"15,83",26821,"- ","    .     ","- ",169509,"9,23",15649,"- ","      .   ","- "
15111,"MADIC ",193358,"15,64",30242,"- ","    .     ","- ",191878,"7,07",13559,"- ","      .   ","- "
15112,"MALBO ",118322,"13,04",15431,"- ","    .     ","- ",116422,"11,64",13553,"- ","      .   ","- "
15113,"MANDAILLES ",322823,"10,64",34340,"- ","    .     ","- ",320887,"11,3",36260,"- ","      .   ","- "
15114,"MARCENAT ",583137,"16,65",97089,"- ","    .     ","- ",580744,"9,23",53599,"- ","      .   ","- "
15116,"MARCHASTEL ",186029,"9,88",18378,"- ","    .     ","- ",183527,"11,48",21070,"- ","      .   ","- "
15117,"MARCOLES ",529220,"10,66",56415,"- ","    .     ","- ",524791,"11,08",58142,"- ","      .   ","- "
15118,"MARMANHAC ",795812,"9,63",76636,"- ","    .     ","- ",794467,"11,3",89768,"- ","      .   ","- "
15119,"MASSIAC ",2250774,"23,03",518336,"- ","    .     ","- ",2251118,"4,24",95442,"- ","      .   ","- "
15120,"MAURIAC ",4296739,"24,45",1050542,"- ","    .     ","- ",4296739,"4,5",193344,"- ","      .   ","- "
15121,"MAURINES ",109214,"13,98",15269,"- ","    .     ","- ",109353,"4,35",4760,"- ","      .   ","- "
15122,"MAURS ",2443033,"9,89",241613,"- ","    .     ","- ",2443393,"11,01",269008,"- ","      .   ","- "
15123,"MEALLET ",215606,"16,32",35188,"- ","    .     ","- ",215946,"4,5",9718,"- ","      .   ","- "
15124,"MENET ",610718,"17,89",109258,"- ","    .     ","- ",604397,"11,48",69374,"- ","      .   ","- "
15125,"MENTIERES ",79586,9,7163,"- ","    .     ","- ",78132,"12,58",9829,"- ","      .   ","- "
15126,"MOLEDES ",98373,"16,27",16007,"- ","    .     ","- ",98457,"4,24",4175,"- ","      .   ","- "
15127,"MOLOMPIZE ",315079,"19,65",61910,"- ","    .     ","- ",315067,"4,24",13356,"- ","      .   ","- "
15128,"LA MONSELIE ",137340,"14,99",20589,"- ","    .     ","- ",137464,"7,07",9716,"- ","      .   ","- "
15129,"MONTBOUDIF ",169596,"15,68",26597,"- ","    .     ","- ",168941,"9,23",15590,"- ","      .   ","- "
15130,"MONTCHAMP ",74606,"8,91",6647,"- ","    .     ","- ",72575,"12,58",9128,"- ","      .   ","- "
15131,"LE MONTEIL ",328424,"17,83",58560,"- ","    .     ","- ",328629,"7,07",23231,"- ","      .   ","- "
15132,"MONTGRELEIX ",56295,"19,1",10750,"- ","    .     ","- ",56292,"9,23",5197,"- ","      .   ","- "
15133,"MONTMURAT ",101593,"8,11",8240,"- ","    .     ","- ",99727,"11,01",10975,"- ","      .   ","- "
15134,"MONTSALVY ",1081609,"11,99",129692,"- ","    .     ","- ",1083780,"11,06",119865,"- ","      .   ","- "
15135,"MONTVERT ",117584,"12,92",15193,"- ","    .     ","- ",117694,"2,46",2895,"- ","      .   ","- "
15136,"MOURJOU ",269363,"13,96",37603,"- ","    .     ","- ",267332,"11,01",29435,"- ","      .   ","- "
15137,"MOUSSAGES ",283210,"18,27",51747,"- ","    .     ","- ",283674,"4,5",12762,"- ","      .   ","- "
15138,"MURAT ",2165325,"16,31",353158,"- ","    .     ","- ",2161961,"11,06",239103,"- ","      .   ","- "
15139,"NARNHAC ",83303,"16,32",13597,"- ","    .     ","- ",83087,"11,64",9670,"- ","      .   ","- "
15140,"NAUCELLES ",2139321,"15,37",328807,"- ","    .     ","- ",2505102,"11,3",283082,"- ","      .   ","- "
15141,"NEUSSARGUES-MOISSAC ",1010548,"10,72",108328,"- ","    .     ","- ",1007897,"11,06",111472,"- ","      .   ","- "
15142,"NEUVEGLISE ",1123840,"10,71",120365,"- ","    .     ","- ",1116960,"11,64",130006,1119650,"0,104",1168
15143,"NIEUDAN ",126922,"17,39",22071,"- ","    .     ","- ",126901,"2,46",3120,"- ","      .   ","- "
15144,"OMPS ",259172,"9,98",25863,"- ","    .     ","- ",255489,"11,08",28310,"- ","      .   ","- "
15145,"ORADOUR ",242439,"11,02",26711,"- ","    .     ","- ",238695,"11,64",27783,"- ","      .   ","- "
15146,"PAILHEROLS ",148751,"6,12",9106,"- ","    .     ","- ",148019,"11,03",16328,"- ","      .   ","- "
15147,"PARLAN ",351840,"10,94",38481,"- ","    .     ","- ",346928,"11,08",38431,"- ","      .   ","- "
15148,"PAULHAC ",405540,"10,45",42382,"- ","    .     ","- ",400887,"12,58",50433,"- ","      .   ","- "
15149,"PAULHENC ",246702,"7,04",17369,"- ","    .     ","- ",245871,"11,64",28624,"- ","      .   ","- "
15150,"PERS ",275388,"10,75",29610,"- ","    .     ","- ",296858,"11,08",32888,"- ","      .   ","- "
15151,"PEYRUSSE ",138445,"12,98",17970,"- ","    .     ","- ",138790,"9,23",12807,"- ","      .   ","- "
15152,"PIERREFORT ",957266,"14,27",136616,"- ","    .     ","- ",1055332,"11,64",122837,"- ","      .   ","- "
15153,"PLEAUX ",2117199,"13,8",292174,"- ","    .     ","- ",2110553,"12,02",253668,"- ","      .   ","- "
15154,"POLMINHAC ",1250224,"12,16",152021,"- ","    .     ","- ",1250114,"11,03",137879,"- ","      .   ","- "
15155,"PRADIERS ",75841,"14,62",11089,"- ","    .     ","- ",75924,"9,23",7005,"- ","      .   ","- "
15156,"PRUNET ",591733,"13,64",80715,"- ","    .     ","- ",593940,"11,06",65690,"- ","      .   ","- "
15157,"QUEZAC ",270575,"10,35",28004,"- ","    .     ","- ",268305,"11,01",29539,"- ","      .   ","- "
15158,"RAGEADE ",59505,"20,4",12143,"- ","    .     ","- ",59481,"4,24",2522,"- ","      .   ","- "
15159,"RAULHAC ",300341,"9,5",28531,"- ","    .     ","- ",299102,"11,03",32993,"- ","      .   ","- "
15160,"REILHAC ",942161,"17,94",169017,"- ","    .     ","- ",1100411,"11,3",124350,"- ","      .   ","- "
15161,"REZENTIERES ",95133,"23,35",22213,"- ","    .     ","- ",94531,"2,01",1895,"- ","      .   ","- "
15162,"RIOM-ES-MONTAGNES ",2297189,"16,83",386610,"- ","    .     ","- ",2465233,"11,48",283002,"- ","      .   ","- "
15163,"ROANNES ST MARY ",935862,"12,2",114177,"- ","    .     ","- ",935188,"11,08",103610,"- ","      .   ","- "
15164,"ROFFIAC ",474727,"10,6",50316,"- ","    .     ","- ",470754,"12,58",59221,"- ","      .   ","- "
15165,"ROUFFIAC ",159990,"19,79",31661,"- ","    .     ","- ",159707,"2,46",3934,"- ","      .   ","- "
15166,"ROUMEGOUX ",255573,"11,66",29800,"- ","    .     ","- ",252584,"11,08",27990,"- ","      .   ","- "
15167,"ROUZIERS ",91767,8,7343,"- ","    .     ","- ",90130,"11,01",9926,"- ","      .   ","- "
15168,"RUYNES-EN-MARGERIDE ",701944,"18,87",132454,"- ","    .     ","- ",699508,"12,58",87996,"- ","      .   ","- "
15169,"SAIGNES ",986682,"25,23",248935,"- ","    .     ","- ",986725,"7,07",69759,"- ","      .   ","- "
15170,"SAINT AMANDIN ",309043,"5,72",17676,"- ","    .     ","- ",306102,"11,48",35144,"- ","      .   ","- "
15171,"SAINTE ANASTASIE ",165330,"12,15",20085,"- ","    .     ","- ",165556,"9,23",15278,"- ","      .   ","- "
15172,"SAINT ANTOINE ",67941,"6,91",4694,"- ","    .     ","- ",67252,"11,01",7406,"- ","      .   ","- "
15173,"SAINT BONNET DE CONDAT ",149352,"21,3",31812,"- ","    .     ","- ",149334,"9,23",13783,"- ","      .   ","- "
15174,"SAINT BONNET DE SALERS ",297853,"9,28",27644,"- ","    .     ","- ",294455,"12,02",35393,"- ","      .   ","- "
15175,"SAINT-CERNIN ",943848,"10,02",94578,"- ","    .     ","- ",1111767,"12,02",133635,"- ","      .   ","- "
15176,"SAINT CHAMANT ",242109,"9,75",23604,"- ","    .     ","- ",268109,"12,02",32222,"- ","      .   ","- "
15178,"ST CIRGUES DE JORDANNE ",163149,"15,79",25762,"- ","    .     ","- ",160805,"11,3",18165,"- ","      .   ","- "
15179,"SAINT CIRGUES DE MALBERT ",238448,"6,95",16573,"- ","    .     ","- ",234537,"12,02",28195,"- ","      .   ","- "
15180,"SAINT CLEMENT ",67241,"5,86",3939,"- ","    .     ","- ",66973,"11,03",7386,"- ","      .   ","- "
15181,"SAINT CONSTANT ",530241,"9,49",50320,"- ","    .     ","- ",527346,"11,01",58060,"- ","      .   ","- "
15182,"SAINT ETIENNE CANTALES ",146255,"15,47",22627,"- ","    .     ","- ",146228,"2,46",3598,"- ","      .   ","- "
15183,"SAINT ETIENNE DE CARLAT ",76158,"15,47",11781,"- ","    .     ","- ",72755,"11,03",8026,"- ","      .   ","- "
15184,"SAINT ETIENNE DE MAURS ",867149,"10,96",95041,"- ","    .     ","- ",868869,"11,01",95652,"- ","      .   ","- "
15185,"SAINT ETIENNE DE CHOMEIL ",277444,"7,32",20315,"- ","    .     ","- ",274201,"11,48",31474,"- ","      .   ","- "
15186,"SAINTE EULALIE ",206868,"9,47",19590,"- ","    .     ","- ",204120,"12,02",24527,"- ","      .   ","- "
15187,"SAINT-FLOUR ",7538500,"18,85",1421056,"- ","    .     ","- ",8486922,"12,58",1067643,"- ","      .   ","- "
15188,"SAINT GEORGES ",1083641,"7,62",82567,"- ","    .     ","- ",1084988,"12,58",136479,"- ","      .   ","- "
15189,"SAINT GERONS ",460612,"17,04",78479,"- ","    .     ","- ",460608,"2,46",11338,"- ","      .   ","- "
15190,"SAINT HIPPOLYTE ",137318,"8,17",11216,"- ","    .     ","- ",135686,"11,48",15578,"- ","      .   ","- "
15191,"SAINT ILLIDE ",571258,"9,16",52328,"- ","    .     ","- ",567911,"12,02",68255,571258,"0,104",588
15192,"SAINT JACQUES DES BLATS ",517260,"9,67",50020,"- ","    .     ","- ",514081,"11,03",56687,"- ","      .   ","- "
15194,"SAINT JULIEN DE TOURSAC ",91142,"9,28",8457,"- ","    .     ","- ",89265,"11,01",9827,"- ","      .   ","- "
15195,"SAINT JUST ",170733,"9,37",15995,"- ","    .     ","- ",169783,"12,58",21362,"- ","      .   ","- "
15196,"SAINT-MAMET-LA-SALVETAT ",1370630,"11,66",159823,"- ","    .     ","- ",1365401,"11,08",151305,"- ","      .   ","- "
15197,"SAINT MARC ",48901,"7,57",3701,"- ","    .     ","- ",48621,"12,58",6115,"- ","      .   ","- "
15198,"SAINTE MARIE ",150732,"11,95",18009,"- ","    .     ","- ",149499,"11,64",17403,"- ","      .   ","- "
15199,"SAINT MARTIAL ",53623,"21,54",11553,"- ","    .     ","- ",53645,"4,35",2332,"- ","      .   ","- "
15200,"SAINT MARTIN CANTALES ",200462,"7,01",14056,"- ","    .     ","- ",198772,"12,02",23891,"- ","      .   ","- "
15201,"ST MARTIN SOUS VIGOUROUX ",200585,"12,34",24751,"- ","    .     ","- ",199207,"11,64",23186,"- ","      .   ","- "
15202,"SAINT-MARTIN-VALMEROUX ",745811,"12,49",93160,"- ","    .     ","- ",827405,"12,02",99452,"- ","      .   ","- "
15203,"SAINT MARY LE PLAIN ",148914,"18,3",27249,"- ","    .     ","- ",148914,"4,24",6314,"- ","      .   ","- "
15204,"SAINT PAUL DES LANDES ",1746746,"14,25",248919,"- ","    .     ","- ",1770046,"11,3",200023,"- ","      .   ","- "
15205,"SAINT PAUL DE SALERS ",145239,"6,13",8900,"- ","    .     ","- ",142779,"12,02",17164,"- ","      .   ","- "
15206,"SAINT PIERRE ",92923,"18,63",17312,"- ","    .     ","- ",93332,"7,07",6589,"- ","      .   ","- "
15207,"SAINT PONCY ",251117,"17,33",43515,"- ","    .     ","- ",251380,"4,24",10655,"- ","      .   ","- "
15208,"SAINT PROJET DE SALERS ",160165,"7,71",12347,"- ","    .     ","- ",156779,"12,02",18842,"- ","      .   ","- "
15209,"ST REMY DE CHAUDESAIGUES ",147980,"15,06",22289,"- ","    .     ","- ",148000,"4,35",6435,"- ","      .   ","- "
15211,"SAINT SANTIN CANTALES ",243508,"20,07",48870,"- ","    .     ","- ",243040,"2,46",5977,"- ","      .   ","- "
15212,"SAINT SANTIN DE MAURS ",324459,"9,5",30821,"- ","    .     ","- ",323671,"11,01",35640,"- ","      .   ","- "
15213,"SAINT SATURNIN ",253879,"13,37",33941,"- ","    .     ","- ",254324,"9,23",23476,"- ","      .   ","- "
15214,"SAINT SAURY ",130023,"11,81",15360,"- ","    .     ","- ",128003,"11,08",14184,"- ","      .   ","- "
15215,"SAINT SIMON ",1423283,"12,1",172236,"- ","    .     ","- ",1436359,"11,3",162311,"- ","      .   ","- "
15216,"SAINT URCIZE ",510266,"17,3",88272,"- ","    .     ","- ",510213,"4,35",22197,"- ","      .   ","- "
15217,"SAINT VICTOR ",87672,"16,33",14319,"- ","    .     ","- ",87699,"2,46",2156,"- ","      .   ","- "
15218,"SAINT VINCENT ",140157,"7,95",11136,"- ","    .     ","- ",139722,"12,02",16795,"- ","      .   ","- "
15219,"SALERS ",362942,"13,44",48790,"- ","    .     ","- ",400527,"12,02",48145,"- ","      .   ","- "
15220,"SALINS ",151794,"22,16",33643,"- ","    .     ","- ",151817,"4,5",6828,"- ","      .   ","- "
15221,"SANSAC DE MARMIESSE ",1443807,"14,32",206758,"- ","    .     ","- ",1460473,"11,3",165034,"- ","      .   ","- "
15222,"SANSAC VEINAZES ",164589,"8,88",14615,"- ","    .     ","- ",177768,"11,06",19660,"- ","      .   ","- "
15223,"SAUVAT ",194803,"16,14",31448,"- ","    .     ","- ",195234,"7,07",13796,"- ","      .   ","- "
15224,"LA SEGALASSIERE ",123488,"5,26",6494,"- ","    .     ","- ",121985,"11,08",13517,"- ","      .   ","- "
15225,"SEGUR LES VILLAS ",261204,"13,75",35917,"- ","    .     ","- ",261529,"9,23",24139,"- ","      .   ","- "
15226,"SENEZERGUES ",169688,"9,36",15884,"- ","    .     ","- ",183320,"11,06",20280,"- ","      .   ","- "
15227,"SERIERS ",178413,"10,19",18181,"- ","    .     ","- ",177074,"12,58",22270,"- ","      .   ","- "
15228,"SIRAN ",534097,"15,11",80700,"- ","    .     ","- ",534325,"2,46",13137,"- ","      .   ","- "
15229,"SOULAGES ",73458,"7,96",5849,"- ","    .     ","- ",73021,"12,58",9186,"- ","      .   ","- "
15230,"SOURNIAC ",175385,"19,37",33968,"- ","    .     ","- ",175665,"4,5",7906,"- ","      .   ","- "
15231,"TALIZAT ",467911,"15,19",71080,"- ","    .     ","- ",467752,"2,01",9396,"- ","      .   ","- "
15232,"TANAVELLE ",184057,"8,2",15097,"- ","    .     ","- ",181801,"12,58",22867,"- ","      .   ","- "
15233,"TEISSIERES-DE-CORNET ",265366,"9,46",25101,"- ","    .     ","- ",265908,"11,3",30052,"- ","      .   ","- "
15234,"TEISSIERES-LES-BOULIES ",323057,"14,44",46646,"- ","    .     ","- ",321772,"11,06",35590,"- ","      .   ","- "
15235,"LES TERNES ",474555,"12,77",60608,"- ","    .     ","- ",469538,"12,58",59069,"- ","      .   ","- "
15236,"THIEZAC ",820889,"10,05",82498,"- ","    .     ","- ",817820,"11,03",90203,"- ","      .   ","- "
15237,"TIVIERS ",123531,"7,6",9383,"- ","    .     ","- ",121991,"12,58",15349,"- ","      .   ","- "
15238,"TOURNEMIRE ",139108,"10,21",14205,"- ","    .     ","- ",149514,"12,02",17975,"- ","      .   ","- "
15240,"TREMOUILLE ",182007,"13,19",24008,"- ","    .     ","- ",182361,"7,07",12888,"- ","      .   ","- "
15241,"LA TRINITAT ",76490,"16,32",12483,"- ","    .     ","- ",76574,"4,35",3328,"- ","      .   ","- "
15242,"LE TRIOULOU ",119639,"7,47",8938,"- ","    .     ","- ",119171,"11,01",13117,"- ","      .   ","- "
15243,"TRIZAC ",586766,"9,41",55212,"- ","    .     ","- ",583152,"11,48",66937,"- ","      .   ","- "
15244,"USSEL ",352749,"17,97",63396,"- ","    .     ","- ",352167,"2,01",7076,"- ","      .   ","- "
15245,"VABRES ",185975,"7,27",13520,"- ","    .     ","- ",184505,"12,58",23211,"- ","      .   ","- "
15246,"VALETTE ",253090,"6,14",15537,"- ","    .     ","- ",250770,"11,48",28791,"- ","      .   ","- "
15247,"VALJOUZE ",19945,"19,43",3876,"- ","    .     ","- ",19940,"4,24",846,"- ","      .   ","- "
15248,"VALUEJOLS ",525962,"16,63",87461,"- ","    .     ","- ",525740,"2,01",10567,"- ","      .   ","- "
15249,"LE VAULMIER ",155590,"10,67",16601,"- ","    .     ","- ",154643,"12,02",18585,"- ","      .   ","- "
15250,"VEBRET ",470158,"17,31",81379,"- ","    .     ","- ",470489,"7,07",33250,"- ","      .   ","- "
15251,"VEDRINES-SAINT-LOUP ",177761,"6,42",11413,"- ","    .     ","- ",177472,"12,58",22330,"- ","      .   ","- "
15252,"VELZIC ",428370,"13,12",56196,"- ","    .     ","- ",427129,"11,3",48259,"- ","      .   ","- "
15253,"VERNOLS ",57957,"16,6",9620,"- ","    .     ","- ",58067,"9,23",5360,"- ","      .   ","- "
15254,"VEYRIERES ",102143,"15,24",15569,"- ","    .     ","- ",102321,"7,07",7229,"- ","      .   ","- "
15255,"VEZAC ",1068009,"13,18",140750,"- ","    .     ","- ",1069125,"11,3",120812,"- ","      .   ","- "
15256,"VEZE ",98364,"10,27",10107,"- ","    .     ","- ",98499,"9,23",9093,"- ","      .   ","- "
15257,"VEZELS-ROUSSY ",122113,"12,08",14752,"- ","    .     ","- ",121168,"11,3",13693,"- ","      .   ","- "
15258,"VIC SUR CERE ",2590870,"10,68",276680,"- ","    .     ","- ",2597766,"11,03",286523,"- ","      .   ","- "
15259,"VIEILLESPESSE ",203290,"9,69",19699,"- ","    .     ","- ",199517,"12,58",25099,"- ","      .   ","- "
15260,"VIEILLEVIE ",169711,"12,36",20985,"- ","    .     ","- ",177741,"11,06",19651,"- ","      .   ","- "
15261,"LE VIGEAN ",863275,"22,37",193115,"- ","    .     ","- ",863329,"4,5",38853,859965,"0,104",902
15262,"VILLEDIEU ",459310,"11,29",51848,"- ","    .     ","- ",455670,"12,58",57319,"- ","      .   ","- "
15263,"VIRARGUES ",139593,"6,3",8790,"- ","    .     ","- ",137646,"11,06",15225,"- ","      .   ","- "
15264,"VITRAC ",309316,"15,91",49213,"- ","    .     ","- ",307329,"11,08",34055,"- ","      .   ","- "
15265,"YDES ",1558492,"21,67",337727,"- ","    .     ","- ",1558122,"7,07",110125,"- ","      .   ","- "
15266,"YOLET ",555331,"13,97",77581,"- ","    .     ","- ",553638,"11,3",62563,"- ","      .   ","- "
15267,"YTRAC ",4892927,"16,15",790208,"- ","    .     ","- ",4981051,"11,3",562837,"- ","      .   ","- "
