code_insee, nom_commune, base_nette_commune, taux_commune, produit_commune, base_nette_syndicat, taux_syndicat, produit_syndicat, base_nette_interco, taux_interco, produit_interco, base_nette_tse, taux_tse, produit_tse
23184,"ST BARD ",7353,"18,94",1394,"- ","    .     ","- ",7353,"3,55",262,"- ","      .   ","- "
23185,"ST CHABRAIS ","- ","       .  ","- ","- ","    .     ","- ",3500,"30,19",1057,"- ","      .   ","- "
23186,"ST CHRISTOPHE ","- ","       .  ","- ","- ","    .     ","- ",2757,"32,38",894,"- ","      .   ","- "
23187,"ST DIZIER LA TOUR ","- ","       .  ","- ","- ","    .     ","- ","N.C. ","30,19","N.C. ","- ","      .   ","- "
23188,"ST DIZIER LES DOMAINES ",13205,"20,39",2693,"- ","    .     ","- ",13205,"5,54",732,"- ","      .   ","- "
23189,"ST DIZIER LEYRENNE ","- ","       .  ","- ","- ","    .     ","- ",99055,"32,23",31925,"- ","      .   ","- "
23190,"ST DOMET ","- ","       .  ","- ","- ","    .     ","- ",5472,"25,44",1390,"- ","      .   ","- "
23191,"ST ELOI ","- ","       .  ","- ","- ","    .     ","- ",4788,"31,24",1496,"- ","      .   ","- "
23192,"ST ETIENNE DE FURSAC ","- ","       .  ","- ","- ","    .     ","- ",17144,"28,81",4940,"- ","      .   ","- "
23193,"STE FEYRE ","- ","       .  ","- ","- ","    .     ","- ",481532,"32,38",155936,"- ","      .   ","- "
23194,"STE FEYRE LA MONTAGNE ","- ","       .  ","- ","- ","    .     ","- ",2576,"30,7",791,"- ","      .   ","- "
23195,"ST FIEL ","- ","       .  ","- ","- ","    .     ","- ",92392,"32,38",29923,"- ","      .   ","- "
23196,"ST FRION ","- ","       .  ","- ","- ","    .     ","- ",4081,"29,35",1197,"- ","      .   ","- "
23197,"ST GEORGES LA POUGE ","- ","       .  ","- ","- ","    .     ","- ",21891,"27,17",5944,"- ","      .   ","- "
23198,"ST GEORGES NIGREMONT ",6595,"18,86",1243,"- ","    .     ","- ",6595,"3,55",234,"- ","      .   ","- "
23199,"ST GERMAIN BEAUPRE ","- ","       .  ","- ","- ","    .     ","- ",11622,31,3604,"- ","      .   ","- "
23200,"ST GOUSSAUD ","- ","       .  ","- ","- ","    .     ","- ",3190,"32,55",1039,"- ","      .   ","- "
23201,"ST HILAIRE LA PLAINE ","- ","       .  ","- ","- ","    .     ","- ",7102,"27,17",1928,"- ","      .   ","- "
23202,"ST HILAIRE LE CHATEAU ","- ","       .  ","- ","- ","    .     ","- ",23550,"27,17",6397,"- ","      .   ","- "
23203,"ST JULIEN LA GENETE ","- ","       .  ","- ","- ","    .     ","- ","N.C. ","31,86","N.C. ","- ","      .   ","- "
23204,"ST JULIEN LE CHATEL ","- ","       .  ","- ","- ","    .     ","- ",4049,"27,18",1101,"- ","      .   ","- "
23205,"ST JUNIEN LA BREGERE ","- ","       .  ","- ","- ","    .     ","- ",4732,"32,23",1526,"- ","      .   ","- "
23206,"ST LAURENT ","- ","       .  ","- ","- ","    .     ","- ",23559,"32,38",7631,"- ","      .   ","- "
23207,"ST LEGER BRIDEREIX ","- ","       .  ","- ","- ","    .     ","- ",4714,31,1462,"- ","      .   ","- "
23208,"ST LEGER LE GUERETOIS ","- ","       .  ","- ","- ","    .     ","- ",50676,"32,38",16412,"- ","      .   ","- "
23209,"ST LOUP ","- ","       .  ","- ","- ","    .     ","- ",5788,"27,18",1573,"- ","      .   ","- "
23210,"ST MAIXANT ","- ","       .  ","- ","- ","    .     ","- ",4461,"34,99",1562,"- ","      .   ","- "
23211,"ST MARC A FRONGIER ","- ","       .  ","- ","- ","    .     ","- ",12024,"34,84",4186,"- ","      .   ","- "
23212,"ST MARC A LOUBAUD ","- ","       .  ","- ","- ","    .     ","- ","N.C. ","30,01","N.C. ","- ","      .   ","- "
23213,"ST MARIEN ","- ","       .  ","- ","- ","    .     ","- ",18059,"29,71",5365,"- ","      .   ","- "
23214,"ST MARTIAL LE MONT ","- ","       .  ","- ","- ","    .     ","- ",12076,"27,17",3279,"- ","      .   ","- "
23215,"ST MARTIAL LE VIEUX ","N.C. ","18,22","N.C. ","- ","    .     ","- ","N.C. ","5,22","N.C. ","- ","      .   ","- "
23216,"ST MARTIN CHATEAU ","- ","       .  ","- ","- ","    .     ","- ",102023,"32,23",32883,"- ","      .   ","- "
23217,"ST MARTIN STE CATHERINE ","- ","       .  ","- ","- ","    .     ","- ",39293,"32,23",12663,"- ","      .   ","- "
23218,"ST MAURICE PRES CROCQ ",1196,"22,26",265,"- ","    .     ","- ",1196,"3,55",43,"- ","      .   ","- "
23219,"ST MAURICE LA SOUTERRAIN ","- ","       .  ","- ","- ","    .     ","- ",251786,31,78062,"- ","      .   ","- "
23220,"ST MEDARD LA ROCHETTE ","- ","       .  ","- ","- ","    .     ","- ",25916,"30,19",7824,"- ","      .   ","- "
23221,"ST MERD LA BREUILLE ",3669,"22,65",831,"- ","    .     ","- ",3669,"5,22",191,"- ","      .   ","- "
23222,"ST MICHEL DE VEISSE ","- ","       .  ","- ","- ","    .     ","- ",11463,"27,17",3114,"- ","      .   ","- "
23223,"ST MOREIL ","- ","       .  ","- ","- ","    .     ","- ",3618,"32,23",1165,"- ","      .   ","- "
23224,"ST ORADOUX DE CHIROUZE ",3228,"19,34",624,"- ","    .     ","- ",3228,"5,22",169,"- ","      .   ","- "
23225,"ST ORADOUX PRES CROCQ ",0,"21,35",0,"- ","    .     ","- ",0,"3,55",0,"- ","      .   ","- "
23226,"ST PARDOUX D ARNET ","N.C. ","22,76","N.C. ","- ","    .     ","- ","N.C. ","3,55","N.C. ","- ","      .   ","- "
23227,"ST PARDOUX MORTEROLLES ","- ","       .  ","- ","- ","    .     ","- ",7974,"32,23",2571,"- ","      .   ","- "
23228,"ST PARDOUX LE NEUF ","- ","       .  ","- ","- ","    .     ","- ",10048,"29,56",2970,"- ","      .   ","- "
23229,"ST PARDOUX LES CARDS ","- ","       .  ","- ","- ","    .     ","- ",6399,"30,19",1933,"- ","      .   ","- "
23230,"ST PIERRE CHERIGNAT ","- ","       .  ","- ","- ","    .     ","- ","N.C. ","32,23","N.C. ","- ","      .   ","- "
23231,"ST PIERRE DE FURSAC ","- ","       .  ","- ","- ","    .     ","- ",27429,"28,81",7903,"- ","      .   ","- "
23232,"ST PIERRE BELLEVUE ","- ","       .  ","- ","- ","    .     ","- ",9009,"32,23",2904,"- ","      .   ","- "
23233,"ST PIERRE LE BOST ","- ","       .  ","- ","- ","    .     ","- ",11578,"27,55",3188,"- ","      .   ","- "
23234,"ST PRIEST ","- ","       .  ","- ","- ","    .     ","- ",2485,"31,86",791,"- ","      .   ","- "
23235,"ST PRIEST LA FEUILLE ","- ","       .  ","- ","- ","    .     ","- ",20567,31,6381,"- ","      .   ","- "
23236,"ST PRIEST LA PLAINE ","- ","       .  ","- ","- ","    .     ","- ",2050,"32,26",661,"- ","      .   ","- "
23237,"ST PRIEST PALUS ","- ","       .  ","- ","- ","    .     ","- ",0,"32,23",0,"- ","      .   ","- "
23238,"ST QUENTIN LA CHABANNE ","- ","       .  ","- ","- ","    .     ","- ",30834,"28,48",8785,"- ","      .   ","- "
23239,"ST SEBASTIEN ","- ","       .  ","- ","- ","    .     ","- ",34057,"27,63",9413,"- ","      .   ","- "
23240,"ST SILVAIN BAS LE ROC ","- ","       .  ","- ","- ","    .     ","- ",32916,"28,06",9240,"- ","      .   ","- "
23241,"ST SILVAIN BELLEGARDE ","- ","       .  ","- ","- ","    .     ","- ",7832,"25,44",1993,"- ","      .   ","- "
23242,"ST SILVAIN MONTAIGUT ","- ","       .  ","- ","- ","    .     ","- ",10193,"32,38",3302,"- ","      .   ","- "
23243,"ST SILVAIN SOUS TOULX ","- ","       .  ","- ","- ","    .     ","- ",4175,"27,18",1135,"- ","      .   ","- "
23244,"ST SULPICE LE DUNOIS ","- ","       .  ","- ","- ","    .     ","- ",21594,"27,24",5884,"- ","      .   ","- "
23245,"ST SULPICE LE GUERETOIS ","- ","       .  ","- ","- ","    .     ","- ",147277,"32,38",47700,"- ","      .   ","- "
23246,"ST-SULPICE-LES-CHAMPS ","- ","       .  ","- ","- ","    .     ","- ",16000,"28,38",4540,"- ","      .   ","- "
23247,"ST-VAURY ","- ","       .  ","- ","- ","    .     ","- ",113713,"32,38",36831,"- ","      .   ","- "
23248,"ST VICTOR EN MARCHE ","- ","       .  ","- ","- ","    .     ","- ",16389,"32,38",5308,"- ","      .   ","- "
23249,"ST YRIEIX LA MONTAGNE ","- ","       .  ","- ","- ","    .     ","- ",14467,"30,01",4342,"- ","      .   ","- "
23250,"ST YRIEIX LES BOIS ","- ","       .  ","- ","- ","    .     ","- ",3883,"27,17",1054,"- ","      .   ","- "
23251,"TARDES ","- ","       .  ","- ","- ","    .     ","- ","N.C. ","31,86","N.C. ","- ","      .   ","- "
23252,"TERCILLAT ",1319,"24,63",326,"- ","    .     ","- ",1319,"5,54",73,"- ","      .   ","- "
23253,"THAURON ","- ","       .  ","- ","- ","    .     ","- ","N.C. ","27,17","N.C. ","- ","      .   ","- "
23254,"TOULX STE CROIX ","- ","       .  ","- ","- ","    .     ","- ",10046,"27,23",2735,"- ","      .   ","- "
23255,"TROIS FONDS ","- ","       .  ","- ","- ","    .     ","- ",2134,"27,18",580,"- ","      .   ","- "
23257,"VALLIERE ","- ","       .  ","- ","- ","    .     ","- ",49471,"29,74",14711,"- ","      .   ","- "
23258,"VAREILLES ","- ","       .  ","- ","- ","    .     ","- ",12146,31,3765,"- ","      .   ","- "
23259,"VERNEIGES ","- ","       .  ","- ","- ","    .     ","- ",3601,"31,86",1146,"- ","      .   ","- "
23260,"VIDAILLAT ","- ","       .  ","- ","- ","    .     ","- ",10615,"27,17",2883,"- ","      .   ","- "
23261,"VIERSAT ","- ","       .  ","- ","- ","    .     ","- ",29115,"31,86",9275,"- ","      .   ","- "
23262,"VIGEVILLE ","- ","       .  ","- ","- ","    .     ","- ","N.C. ","27,18","N.C. ","- ","      .   ","- "
23263,"VILLARD ","- ","       .  ","- ","- ","    .     ","- ",8947,"27,21",2436,"- ","      .   ","- "
23264,"LA VILLEDIEU ","- ","       .  ","- ","- ","    .     ","- ",8882,"30,01",2665,"- ","      .   ","- "
23265,"LA VILLENEUVE ",1884,"25,14",474,"- ","    .     ","- ",1884,"3,55",66,"- ","      .   ","- "
23266,"LA VILLETELLE ","- ","       .  ","- ","- ","    .     ","- ",13403,"28,33",3798,"- ","      .   ","- "
24001,"ABJAT ","- ","       .  ","- ","- ","    .     ","- ",44239,"24,46",10827,"- ","      .   ","- "
24002,"AGONAC ","- ","       .  ","- ","- ","    .     ","- ",133699,"27,76",37113,"- ","      .   ","- "
24004,"AJAT ","N.C. ","33,79","N.C. ","- ","    .     ","- ","N.C. ","3,24","N.C. ","- ","      .   ","- "
24005,"ALLES SUR DORDOGNE ","- ","       .  ","- ","- ","    .     ","- ",65211,"25,68",16746,"- ","      .   ","- "
24006,"ALLAS LES MINES ",38461,"14,31",5504,"- ","    .     ","- ",38461,"8,97",3448,"- ","      .   ","- "
24007,"ALLEMANS ","- ","       .  ","- ","- ","    .     ","- ",23681,"28,24",6686,"- ","      .   ","- "
24008,"ANGOISSE ","- ","       .  ","- ","- ","    .     ","- ",46638,"23,26",10841,"- ","      .   ","- "
24009,"ANLHIAC ",26699,"24,65",6578,"- ","    .     ","- ",26699,"3,63",970,"- ","      .   ","- "
24010,"ANNESSE ET BEAULIEU ","- ","       .  ","- ","- ","    .     ","- ",258360,"27,76",71721,"- ","      .   ","- "
24011,"ANTONNE ","- ","       .  ","- ","- ","    .     ","- ",135875,"27,76",37718,"- ","      .   ","- "
24012,"ARCHIGNAC ","- ","       .  ","- ","- ","    .     ","- ",28898,"23,28",6734,"- ","      .   ","- "
24013,"ATUR ","- ","       .  ","- ","- ","    .     ","- ",635052,"27,76",176287,"- ","      .   ","- "
24014,"AUBAS ",116032,"19,09",22145,"- ","    .     ","- ",116032,"7,21",8364,"- ","      .   ","- "
24015,"AUDRIX ",73490,"15,33",11269,"- ","    .     ","- ",73490,"8,97",6588,"- ","      .   ","- "
24016,"AUGIGNAC ","- ","       .  ","- ","- ","    .     ","- ",116514,"24,48",28528,"- ","      .   ","- "
24018,"AURIAC DU PERIGORD ",48889,"22,73",11113,"- ","    .     ","- ",48889,"3,24",1582,"- ","      .   ","- "
24019,"AZERAT ","N.C. ","22,97","N.C. ","- ","    .     ","- ","N.C. ","26,75","N.C. ","- ","      .   ","- "
24019,"AZERAT                                             dans la ZAE ","- ","       .  ","- ","- ","    .     ","- ","N.C. ","23,51","N.C. ","- ","      .   ","- "
24020,"LA BACHELLERIE ",362472,"22,96",83222,"- ","    .     ","- ",362472,"3,24",11746,"- ","      .   ","- "
24021,"BADEFOLS D'ANS ",36956,"24,88",9195,"- ","    .     ","- ",36956,"3,74",1378,"- ","      .   ","- "
24022,"BADEFOLS SUR DORDOGNE ","- ","       .  ","- ","- ","    .     ","- ",38308,"29,17",11173,"- ","      .   ","- "
24023,"BANEUIL ","- ","       .  ","- ","- ","    .     ","- ",1292523,"23,08",298315,"- ","      .   ","- "
24024,"BARDOU ",1862,"9,56",177,"- ","    .     ","- ",1862,"10,27",192,"- ","      .   ","- "
24025,"BARS ",14041,"21,19",2974,"- ","    .     ","- ",14041,"3,24",454,"- ","      .   ","- "
24026,"BASSILLAC ","- ","       .  ","- ","- ","    .     ","- ",655214,"27,76",181883,"- ","      .   ","- "
24027,"BAYAC ","- ","       .  ","- ","- ","    .     ","- ",29679,"24,34",7226,"- ","      .   ","- "
24028,"BEAUMONT ","- ","       .  ","- ","- ","    .     ","- ",132926,"24,43",32465,"- ","      .   ","- "
24029,"BEAUPOUYET ","N.C. ","24,77","N.C. ","- ","    .     ","- ","N.C. ","2,35","N.C. ","- ","      .   ","- "
24030,"BEAUREGARD DE TERRASSON ","N.C. ","25,68","N.C. ","- ","    .     ","- ","N.C. ","2,83","N.C. ","- ","      .   ","- "
24031,"BEAUREGARD ET BASSAC ",11892,"22,38",2660,"- ","    .     ","- ",11892,"5,89",704,"- ","      .   ","- "
24032,"BEAURONNE ","- ","       .  ","- ","- ","    .     ","- ",20765,"26,41",5481,"- ","      .   ","- "
24033,"BEAUSSAC ","- ","       .  ","- ","- ","    .     ","- ",9782,"23,16",2265,"- ","      .   ","- "
24034,"BELEYMAS ",17512,20,3501,"- ","    .     ","- ",17512,"5,89",1031,"- ","      .   ","- "
24035,"BELVES ","N.C. ","16,69","N.C. ","- ","    .     ","- ","N.C. ","32,4","N.C. ","- ","      .   ","- "
24035,"BELVES                                             dans la ZAE ","- ","       .  ","- ","- ","    .     ","- ","N.C. ","23,43","N.C. ","- ","      .   ","- "
24036,"BERBIGUIERES ",6742,"12,43",839,"- ","    .     ","- ",6742,"8,97",604,"- ","      .   ","- "
24037,"BERGERAC ","- ","       .  ","- ","- ","    .     ","- ",10497018,"26,4",2771140,"- ","      .   ","- "
24038,"BERTRIC BUREE ","- ","       .  ","- ","- ","    .     ","- ",53918,"20,39",10996,"- ","      .   ","- "
24039,"BESSE ",35361,"14,73",5207,"- ","    .     ","- ",35361,"8,21",2902,"- ","      .   ","- "
24040,"BEYNAC ET CAZENAC ","- ","       .  ","- ","- ","    .     ","- ",97617,"28,38",27701,"- ","      .   ","- "
24041,"BEZENAC ",17506,"22,21",3888,"- ","    .     ","- ",17506,"8,97",1571,"- ","      .   ","- "
24042,"BIRAS ","- ","       .  ","- ","- ","    .     ","- ",32652,"23,72",7746,"- ","      .   ","- "
24043,"BIRON ","- ","       .  ","- ","- ","    .     ","- ",35735,"22,84",8162,"- ","      .   ","- "
24044,"BLIS ET BORN ","- ","       .  ","- ","- ","    .     ","- ","N.C. ","27,76","N.C. ","- ","      .   ","- "
24045,"BOISSE ",15363,"5,78",887,"- ","    .     ","- ",15363,"10,27",1580,"- ","      .   ","- "
24046,"BOISSEUILH ",7526,"21,45",1614,"- ","    .     ","- ",7526,"3,74",282,"- ","      .   ","- "
24047,"LA BOISSIERE D'ANS ",6029,"23,5",1418,"- ","    .     ","- ",6029,"3,63",217,"- ","      .   ","- "
24048,"BONNEVILLE ","N.C. ","18,52","N.C. ","- ","    .     ","- ","N.C. ","10,44","N.C. ","- ","      .   ","- "
24050,"BORREZE ","- ","       .  ","- ","- ","    .     ","- ",24708,"24,45",6039,"- ","      .   ","- "
24051,"BOSSET ","- ","       .  ","- ","- ","    .     ","- ",17413,"24,6",4282,"- ","      .   ","- "
24052,"BOUILLAC ","- ","       .  ","- ","- ","    .     ","- ",7241,"24,36",1764,"- ","      .   ","- "
24053,"BOULAZAC ","- ","       .  ","- ","- ","    .     ","- ",4435010,"27,76",1231150,"- ","      .   ","- "
24054,"BOUNIAGUES ","- ","       .  ","- ","- ","    .     ","- ",36432,"26,41",9618,"- ","      .   ","- "
24055,"BOURDEILLES ","- ","       .  ","- ","- ","    .     ","- ",49233,"24,09",11852,"- ","      .   ","- "
24056,"LE BOURDEIX ","- ","       .  ","- ","- ","    .     ","- ",34230,"23,78",8139,"- ","      .   ","- "
24057,"BOURG DES MAISONS ","- ","       .  ","- ","- ","    .     ","- ","N.C. ","27,11","N.C. ","- ","      .   ","- "
24058,"BOURG DU BOST ","- ","       .  ","- ","- ","    .     ","- ",12040,"27,42",3299,"- ","      .   ","- "
24059,"BOURGNAC ","N.C. ","23,59","N.C. ","- ","    .     ","- ","N.C. ","2,35","N.C. ","- ","      .   ","- "
24060,"BOURNIQUEL ","- ","       .  ","- ","- ","    .     ","- ","N.C. ","23,91","N.C. ","- ","      .   ","- "
24061,"BOURROU ","- ","       .  ","- ","- ","    .     ","- ",6585,"25,82",1699,"- ","      .   ","- "
24062,"BOUTEILLES ST SEBASTIEN ","- ","       .  ","- ","- ","    .     ","- ",6416,"25,78",1652,"- ","      .   ","- "
24063,"BOUZIC ",14410,"14,49",2085,"- ","    .     ","- ",14410,"8,21",1181,"- ","      .   ","- "
24064,"BRANTOME ","- ","       .  ","- ","- ","    .     ","- ",718783,"24,79",178149,"- ","      .   ","- "
24065,"BREUILH ","- ","       .  ","- ","- ","    .     ","- ",9126,"25,63",2337,"- ","      .   ","- "
24066,"BROUCHAUD ",8452,"21,72",1836,"- ","    .     ","- ",8452,"3,63",305,"- ","      .   ","- "
24067,"LE BUGUE ",1080628,"22,91",247592,"- ","    .     ","- ",1083330,"7,21",78080,"- ","      .   ","- "
24068,"LE BUISSON DE CADOUIN ","- ","       .  ","- ","- ","    .     ","- ",405259,"24,72",100166,"- ","      .   ","- "
24069,"BUSSAC ","- ","       .  ","- ","- ","    .     ","- ",16070,"23,3",3743,"- ","      .   ","- "
24070,"BUSSEROLLES ","- ","       .  ","- ","- ","    .     ","- ",194554,"24,2",47077,"- ","      .   ","- "
24071,"BUSSIERE BADIL ","- ","       .  ","- ","- ","    .     ","- ",83970,"25,78",21646,"- ","      .   ","- "
24073,"CALES ","- ","       .  ","- ","- ","    .     ","- ","N.C. ","25,7","N.C. ","- ","      .   ","- "
24074,"CALVIAC ","- ","       .  ","- ","- ","    .     ","- ",90511,"23,61",21369,"- ","      .   ","- "
24075,"CAMPAGNAC LES QUERCY ",57644,"15,87",9144,"- ","    .     ","- ",57644,"8,21",4731,"- ","      .   ","- "
24076,"CAMPAGNE ",76499,"22,21",16985,"- ","    .     ","- ",76499,"7,21",5507,"- ","      .   ","- "
24077,"CAMPSEGRET ",28800,"22,66",6517,"- ","    .     ","- ",27559,"5,89",1625,"- ","      .   ","- "
24079,"CANTILLAC ","- ","       .  ","- ","- ","    .     ","- ",33063,"22,18",7334,"- ","      .   ","- "
24080,"CAPDROT ","- ","       .  ","- ","- ","    .     ","- ",44636,"23,66",10558,"- ","      .   ","- "
24081,"CARLUX ","- ","       .  ","- ","- ","    .     ","- ",72711,"26,2",19047,"- ","      .   ","- "
24082,"CARSAC AILLAC ","- ","       .  ","- ","- ","    .     ","- ",628746,"24,51",154110,"- ","      .   ","- "
24083,"CARSAC DE GURCON ",9434,"18,91",1785,"- ","    .     ","- ",9434,"10,44",986,"- ","      .   ","- "
24084,"CARVES ",2521,"12,35",311,"- ","    .     ","- ",2521,"8,97",225,"- ","      .   ","- "
24085,"LA CASSAGNE ",24919,"26,76",6670,"- ","    .     ","- ",24919,"2,83",708,"- ","      .   ","- "
24086,"CASTELNAUD LA CHAPELLE ",107059,"22,84",24447,"- ","    .     ","- ",107059,"8,21",8779,"- ","      .   ","- "
24087,"CASTELS ",84266,"15,43",13002,"- ","    .     ","- ",84266,"8,97",7555,"- ","      .   ","- "
24088,"CAUSE DE CLERANS ","- ","       .  ","- ","- ","    .     ","- ",10157,"31,42",3194,"- ","      .   ","- "
24089,"CAZOULES ","- ","       .  ","- ","- ","    .     ","- ",31840,"24,37",7759,"- ","      .   ","- "
24090,"CELLES ","- ","       .  ","- ","- ","    .     ","- ",16553,"27,03",4475,"- ","      .   ","- "
24091,"CENAC ET SAINT JULIEN ",178708,"18,5",33058,"- ","    .     ","- ",224414,"34,05",26471,"- ","      .   ","- "
24091,"CENAC ET SAINT JULIEN                              dans la ZAE ","- ","       .  ","- ","- ","    .     ","- ",45706,"25,84",11811,"- ","      .   ","- "
24092,"CENDRIEUX ","- ","       .  ","- ","- ","    .     ","- ",21314,"27,14",5782,"- ","      .   ","- "
24093,"CERCLES ","- ","       .  ","- ","- ","    .     ","- ",14679,"26,7",3920,"- ","      .   ","- "
24094,"CHALAGNAC ","- ","       .  ","- ","- ","    .     ","- ",103472,"25,42",26300,"- ","      .   ","- "
24095,"CHALEIX ","- ","       .  ","- ","- ","    .     ","- ",64172,"24,94",16010,"- ","      .   ","- "
24096,"CHAMPAGNAC DE BELAIR ","- ","       .  ","- ","- ","    .     ","- ",504470,"22,52",113607,"- ","      .   ","- "
24097,"CHAMPAGNE FONTAINE ","- ","       .  ","- ","- ","    .     ","- ",21185,"28,59",6054,"- ","      .   ","- "
24098,"CHAMPCEVINEL ","- ","       .  ","- ","- ","    .     ","- ",307486,"27,76",85355,"- ","      .   ","- "
24099,"CHAMPEAUX ","- ","       .  ","- ","- ","    .     ","- ",28869,"23,16",6685,"- ","      .   ","- "
24100,"CHAMPNIERS REILHAC ","- ","       .  ","- ","- ","    .     ","- ",50283,"23,9",12023,"- ","      .   ","- "
24101,"CHAMPS ROMAIN ","- ","       .  ","- ","- ","    .     ","- ",56643,"23,85",13508,"- ","      .   ","- "
24102,"CHANCELADE ","- ","       .  ","- ","- ","    .     ","- ",862417,"27,76",239405,"- ","      .   ","- "
24103,"LE CHANGE ","- ","       .  ","- ","- ","    .     ","- ",69321,"27,76",19243,"- ","      .   ","- "
24104,"CHANTERAC ","- ","       .  ","- ","- ","    .     ","- ",32112,"26,41",8477,"- ","      .   ","- "
24105,"CHAPDEUIL ","- ","       .  ","- ","- ","    .     ","- ",4055,"25,24",1023,"- ","      .   ","- "
24106,"LA CHAPELLE AUBAREIL ","N.C. ","24,06","N.C. ","- ","    .     ","- ","N.C. ","31,06","N.C. ","- ","      .   ","- "
24106,"LA CHAPELLE AUBAREIL                               dans la ZAE ","- ","       .  ","- ","- ","    .     ","- ","N.C. ","23,85","N.C. ","- ","      .   ","- "
24107,"LA CHAPELLE FAUCHER ","- ","       .  ","- ","- ","    .     ","- ",108757,"22,58",24555,"- ","      .   ","- "
24108,"LA CHAPELLE GONAGUET ","- ","       .  ","- ","- ","    .     ","- ",45012,"27,76",12492,"- ","      .   ","- "
24109,"LA CHAPELLE GRESIGNAC ","- ","       .  ","- ","- ","    .     ","- ",5777,"26,38",1523,"- ","      .   ","- "
24110,"LA CHAPELLE MONTABOURLET ","- ","       .  ","- ","- ","    .     ","- ",3462,"25,78",893,"- ","      .   ","- "
24111,"LA CHAPELLE MONTMOREAU ","- ","       .  ","- ","- ","    .     ","- ",14919,"22,32",3331,"- ","      .   ","- "
24113,"LA CHAPELLE SAINT JEAN ",0,20,0,"- ","    .     ","- ",0,"3,74",0,"- ","      .   ","- "
24114,"CHASSAIGNES ","- ","       .  ","- ","- ","    .     ","- ","N.C. ","26,16","N.C. ","- ","      .   ","- "
24115,"CHATEAU L'EVEQUE ","- ","       .  ","- ","- ","    .     ","- ",147022,"27,76",40809,"- ","      .   ","- "
24116,"CHATRES ",6852,"19,51",1337,"- ","    .     ","- ",6852,"2,83",193,"- ","      .   ","- "
24117,"CHAVAGNAC ",23044,"27,72",6390,"- ","    .     ","- ",23044,"2,83",653,"- ","      .   ","- "
24118,"CHENAUD ",13616,"18,67",2539,"- ","    .     ","- ",13616,"7,35",999,"- ","      .   ","- "
24119,"CHERVAL ","- ","       .  ","- ","- ","    .     ","- ",11818,"25,69",3036,"- ","      .   ","- "
24120,"CHERVEIX CUBAS ",50500,"21,63",10919,"- ","    .     ","- ",50500,"3,63",1832,"- ","      .   ","- "
24121,"CHOURGNAC D'ANS ",1101,"23,59",259,"- ","    .     ","- ",1101,"3,74",41,"- ","      .   ","- "
24122,"CLADECH ",5363,"16,94",909,"- ","    .     ","- ",5363,"8,97",480,"- ","      .   ","- "
24123,"CLERMONT DE BEAUREGARD ",13085,"22,25",2909,"- ","    .     ","- ",13085,"5,89",772,"- ","      .   ","- "
24124,"CLERMONT D'EXCIDEUIL ",6629,"24,55",1629,"- ","    .     ","- ",6629,"3,63",241,"- ","      .   ","- "
24126,"COLOMBIER ","- ","       .  ","- ","- ","    .     ","- ",12638,"25,44",3212,"- ","      .   ","- "
24127,"COLY ",104242,"23,01",23987,"- ","    .     ","- ",104242,"2,83",2950,"- ","      .   ","- "
24128,"COMBERANCHE EPELUCHE ","- ","       .  ","- ","- ","    .     ","- ",18092,"29,31",5303,"- ","      .   ","- "
24129,"CONDAT SUR TRINCOU ","- ","       .  ","- ","- ","    .     ","- ","N.C. ","22,27","N.C. ","- ","      .   ","- "
24130,"CONDAT SUR VEZERE ",287820,"18,98",54623,"- ","    .     ","- ",287820,"2,83",8144,"- ","      .   ","- "
24131,"CONNEZAC ","- ","       .  ","- ","- ","    .     ","- ",6073,"24,33",1478,"- ","      .   ","- "
24132,"CONNE DE LABARDE ",6043,"12,21",739,"- ","    .     ","- ",6043,"10,27",622,"- ","      .   ","- "
24133,"LA COQUILLE ","- ","       .  ","- ","- ","    .     ","- ",165415,"24,94",41271,"- ","      .   ","- "
24134,"CORGNAC SUR L'ISLE ","- ","       .  ","- ","- ","    .     ","- ",56256,"25,76",14490,"- ","      .   ","- "
24135,"CORNILLE ","- ","       .  ","- ","- ","    .     ","- ",31048,"27,76",8619,"- ","      .   ","- "
24136,"COUBJOURS ",1986,"20,86",414,"- ","    .     ","- ",1986,"3,74",75,"- ","      .   ","- "
24137,"COULAURES ",27557,"22,64",6231,"- ","    .     ","- ",28846,"3,63",1040,"- ","      .   ","- "
24138,"COULOUNIEIX-CHAMIERS ","- ","       .  ","- ","- ","    .     ","- ",1452492,"27,76",403206,"- ","      .   ","- "
24139,"COURSAC ","- ","       .  ","- ","- ","    .     ","- ",557765,"27,76",154838,"- ","      .   ","- "
24140,"COURS DE PILE ","- ","       .  ","- ","- ","    .     ","- ",37629,"26,75",10066,"- ","      .   ","- "
24141,"COUTURES ","- ","       .  ","- ","- ","    .     ","- ",25790,"25,78",6648,"- ","      .   ","- "
24142,"LE COUX ET BIGAROQUE ",95245,"13,98",13336,"- ","    .     ","- ",95245,"8,97",8548,"- ","      .   ","- "
24143,"COUZE SAINT FRONT ","- ","       .  ","- ","- ","    .     ","- ",314588,"24,34",76576,"- ","      .   ","- "
24144,"CREYSSAC ","- ","       .  ","- ","- ","    .     ","- ",3247,"26,79",870,"- ","      .   ","- "
24145,"CREYSSE                                            hors de la ","- ","       .  ","- ","- ","    .     ","- ",1489009,"25,79",384020,"- ","      .   ","- "
