code_insee, nom_commune, base_nette_commune, taux_commune, produit_commune, base_nette_syndicat, taux_syndicat, produit_syndicat, base_nette_interco, taux_interco, produit_interco, base_nette_tse, taux_tse, produit_tse
01001,"ABERGEMENT CLEMENCIAT ",22870,"21,8",4985,"- ","    .     ","- ",22870,"3,06",699,"- ","      .   ","- "
01002,"ABERGEMENT DE VAREY ","- ","       .  ","- ","- ","    .     ","- ",9781,"19,22",1880,9781,"0,914",93
01004,"AMBERIEU EN BUGEY ","- ","       .  ","- ","- ","    .     ","- ",5700400,"19,22",1095606,5700400,"0,914",52264
01005,"AMBERIEUX EN DOMBES ","- ","       .  ","- ","- ","    .     ","- ",170981,"22,07",37737,170981,"0,914",1573
01006,"AMBLEON ","- ","       .  ","- ","- ","    .     ","- ",6733,"23,69",1596,"- ","      .   ","- "
01007,"AMBRONAY ","- ","       .  ","- ","- ","    .     ","- ",872854,"19,22",167761,872854,"0,914",8009
01008,"AMBUTRIX ","- ","       .  ","- ","- ","    .     ","- ",152695,"19,22",29350,152695,"0,914",1401
01009,"ANDERT CONDON ","- ","       .  ","- ","- ","    .     ","- ",35565,"24,21",8614,"- ","      .   ","- "
01010,"ANGLEFORT ","N.C. ","20,64","N.C. ","- ","    .     ","- ","N.C. ","3,49","N.C. ","- ","      .   ","- "
01011,"APREMONT ","- ","       .  ","- ","- ","    .     ","- ",27043,"23,17",6266,27043,"0,914",253
01012,"ARANC ","- ","       .  ","- ","- ","    .     ","- ",97912,"23,42",22929,"- ","      .   ","- "
01013,"ARANDAS ",4758,"18,73",892,"- ","    .     ","- ",4758,"5,78",275,"- ","      .   ","- "
01014,"ARBENT ","- ","       .  ","- ","- ","    .     ","- ",4855448,"22,72",1103149,4855448,"0,914",44394
01015,"ARBIGNIEU ","- ","       .  ","- ","- ","    .     ","- ",28057,"26,01",7300,"- ","      .   ","- "
01016,"ARBIGNY ",23258,"17,74",4128,"- ","    .     ","- ",23258,"8,05",1872,23258,"0,914",212
01017,"ARGIS ",20124,"16,9",3398,"- ","    .     ","- ",20124,"5,78",1162,"- ","      .   ","- "
01019,"ARMIX ","- ","       .  ","- ","- ","    .     ","- ","- ","       .  ","- ","- ","      .   ","- "
01021,"ARS SUR FORMANS ","- ","       .  ","- ","- ","    .     ","- ",164160,"22,07",36231,164160,"0,914",1506
01022,"ARTEMARE ","- ","       .  ","- ","- ","    .     ","- ",323920,"24,36",78911,323920,"0,914",2973
01023,"ASNIERES SUR SAONE ","- ","       .  ","- ","- ","    .     ","- ","N.C. ","19,42","N.C. ","- ","      .   ","- "
01024,"ATTIGNAT ",1704439,"7,26",123732,"- ","    .     ","- ",1704439,"18,06",307795,1704439,"0,914",15593
01025,"BAGE LA VILLE ","- ","       .  ","- ","- ","    .     ","- ",280433,"19,42",54470,"- ","      .   ","- "
01026,"BAGE LE CHATEL ","- ","       .  ","- ","- ","    .     ","- ",62246,"19,42",12099,"- ","      .   ","- "
01027,"BALAN ","- ","       .  ","- ","- ","    .     ","- ",3168455,"19,85",628925,3168455,"0,914",28976
01028,"BANEINS ",22749,"22,18",5050,"- ","    .     ","- ",22749,"3,06",690,22749,"0,914",207
01029,"BEAUPONT ",348979,"17,79",62084,348979,"1,31",4574,348979,"5,72",19959,"- ","      .   ","- "
01030,"BEAUREGARD ","- ","       .  ","- ","- ","    .     ","- ",59545,"22,07",13138,59545,"0,914",552
01031,"BELLIGNAT ","- ","       .  ","- ","- ","    .     ","- ",3653727,"22,72",830116,3653727,"0,914",33418
01032,"BELIGNEUX ","- ","       .  ","- ","- ","    .     ","- ",1764193,"19,85",350181,1764193,"0,914",16151
01033,"BELLEGARDE/VALS. ",6240418,"23,46",1463966,"- ","    .     ","- ",6240418,"3,15",196600,6240418,"0,914",57086
01034,"BELLEY ","- ","       .  ","- ","- ","    .     ","- ",5722076,"24,12",1380161,5722076,"0,914",52371
01035,"BELLEYDOUX ","- ","       .  ","- ","- ","    .     ","- ",13615,"20,32",2769,13615,"0,914",127
01036,"BELMONT LUTHEZIEU ",63260,"14,22",8995,"- ","    .     ","- ",63260,"7,72",4885,"- ","      .   ","- "
01037,"BENONCES ",10872,"18,95",2062,"- ","    .     ","- ",10872,"4,22",455,"- ","      .   ","- "
01038,"BENY ","N.C. ","16,82","N.C. ","N.C. ","1,22","N.C. ","N.C. ","5,72","N.C. ","- ","      .   ","- "
01039,"BEON ","- ","       .  ","- ","- ","    .     ","- ",157885,"21,91",34593,"- ","      .   ","- "
01040,"BEREYZIAT ",6562,"6,94",455,"- ","    .     ","- ",6562,"18,06",1183,6562,"0,914",61
01041,"BETTANT ","- ","       .  ","- ","- ","    .     ","- ",22791,"19,22",4379,22791,"0,914",212
01042,"BEY ","- ","       .  ","- ","- ","    .     ","- ",22108,"20,23",4473,22108,"0,914",203
01043,"BEYNOST ","- ","       .  ","- ","- ","    .     ","- ",5498965,"20,32",1117402,5498965,"0,914",50346
01044,"BILLIAT ","N.C. ","18,1","N.C. ","- ","    .     ","- ","N.C. ","3,15","N.C. ","N.C. ","0,914","N.C. "
01045,"BIRIEUX ","- ","       .  ","- ","- ","    .     ","- ",30458,"20,68",6294,30458,"0,914",277
01046,"BIZIAT ",37593,"19,54",7348,"- ","    .     ","- ",37593,"3,09",1172,"- ","      .   ","- "
01047,"BLYES ","- ","       .  ","- ","- ","    .     ","- ",2358556,"19,22",453311,2358556,"0,914",21576
01049,"LA BOISSE ","- ","       .  ","- ","- ","    .     ","- ",2531551,"19,85",502501,2531551,"0,914",23173
01050,"BOISSEY ",8823,"16,84",1486,"- ","    .     ","- ",8823,"8,05",710,8823,"0,914",81
01051,"BOLOZON ","- ","       .  ","- ","- ","    .     ","- ","N.C. ","26,32","N.C. ","N.C. ","0,914","N.C. "
01052,"BOULIGNEUX ","- ","       .  ","- ","- ","    .     ","- ",33180,"20,68",6860,33180,"0,914",305
01053,"BOURG-EN-BRESSE ","- ","       .  ","- ","- ","    .     ","- ",21816168,"25,5",5563109,21816168,"0,914",199590
01054,"BOURG ST CHRISTOPHE ","- ","       .  ","- ","- ","    .     ","- ",43333,"19,22",8330,43333,"0,914",406
01056,"BOYEUX ST JEROME ","- ","       .  ","- ","- ","    .     ","- ",17763,"21,9",3888,17763,"0,914",164
01057,"BOZ ",115101,"16,21",18660,"- ","    .     ","- ",115101,"8,05",9266,115101,"0,914",1054
01058,"BREGNIER CORDON ","- ","       .  ","- ","- ","    .     ","- ","N.C. ","26,39","N.C. ","- ","      .   ","- "
01059,"BRENAZ ",6938,"13,22",916,"- ","    .     ","- ",6938,"7,72",536,"- ","      .   ","- "
01060,"BRENOD ","- ","       .  ","- ","- ","    .     ","- ",43116,20,8623,43116,"0,914",396
01061,"BRENS ","- ","       .  ","- ","- ","    .     ","- ","N.C. ","25,61","N.C. ","N.C. ","0,914","N.C. "
01062,"BRESSOLLES ","- ","       .  ","- ","- ","    .     ","- ",807612,"19,85",160309,807612,"0,914",7387
01063,"BRION ","- ","       .  ","- ","- ","    .     ","- ",1001063,"20,69",207113,1001063,"0,914",9155
01064,"BRIORD ","N.C. ","16,02","N.C. ","- ","    .     ","- ","N.C. ","4,22","N.C. ","- ","      .   ","- "
01065,"BUELLAS ","- ","       .  ","- ","- ","    .     ","- ",116051,"25,5",29590,116051,"0,914",1070
01066,"LA BURBANCHE ","- ","       .  ","- ","- ","    .     ","- ",9388,"20,81",1954,"- ","      .   ","- "
01067,"CEIGNES ","- ","       .  ","- ","- ","    .     ","- ",474095,"21,83",103493,474095,"0,914",4335
01068,"CERDON ","- ","       .  ","- ","- ","    .     ","- ",56602,"21,9",12387,56602,"0,914",515
01069,"CERTINES ","- ","       .  ","- ","- ","    .     ","- ",818185,"21,42",175251,818185,"0,914",7494
01071,"CESSY ",882224,"20,08",177138,"- ","    .     ","- ",882224,"3,68",32483,882224,"0,914",8070
01072,"CEYZERIAT ","- ","       .  ","- ","- ","    .     ","- ",639958,"22,7",145297,639958,"0,914",5837
01073,"CEYZERIEU ","- ","       .  ","- ","- ","    .     ","- ",39346,"26,38",10374,"- ","      .   ","- "
01074,"CHALAMONT ",607408,"20,16",122451,"- ","    .     ","- ",680166,"29,54",48766,680166,"0,914",6242
01074,"CHALAMONT                                          dans la ZAE ","- ","       .  ","- ","- ","    .     ","- ",72758,"24,44",17783,72758,"0,914",666
01075,"CHALEINS ","- ","       .  ","- ","- ","    .     ","- ",818062,"18,31",149765,818062,"0,914",7474
01076,"CHALEY ",18871,"18,32",3457,"- ","    .     ","- ",18871,"5,78",1089,"- ","      .   ","- "
01077,"CHALLES-LA-MONTAGNE ","- ","       .  ","- ","- ","    .     ","- ","N.C. ","21,9","N.C. ","N.C. ","0,914","N.C. "
01078,"CHALLEX ",355755,"28,67",101998,"- ","    .     ","- ",355755,"3,68",13092,355755,"0,914",3263
01079,"CHAMPAGNE-EN-VALROMEY ",68216,"14,41",9820,"- ","    .     ","- ",68216,"7,72",5272,"- ","      .   ","- "
01080,"CHAMPDOR ","- ","       .  ","- ","- ","    .     ","- ",32861,"22,47",7380,"- ","      .   ","- "
01081,"CHAMPFROMIER ","N.C. ","20,51","N.C. ","- ","    .     ","- ","N.C. ","3,15","N.C. ","N.C. ","0,914","N.C. "
01082,"CHANAY ","N.C. ","22,01","N.C. ","- ","    .     ","- ","N.C. ","3,15","N.C. ","N.C. ","0,914","N.C. "
01083,"CHANEINS ",85598,"17,36",14861,"- ","    .     ","- ",85598,"3,06",2608,85598,"0,914",780
01084,"CHANOZ CHATENAY ",29322,"21,62",6334,"- ","    .     ","- ",29322,"3,09",910,29322,"0,914",268
01085,"LA CHAPELLE DU CHATELARD ","- ","       .  ","- ","- ","    .     ","- ",52978,"20,68",10953,52978,"0,914",483
01087,"CHARIX ","- ","       .  ","- ","- ","    .     ","- ",209595,"19,4",40662,209595,"0,914",1918
01088,"CHARNOZ SUR AIN ","- ","       .  ","- ","- ","    .     ","- ",110615,"19,22",21259,110615,"0,914",1025
01089,"CHATEAU GAILLARD ","- ","       .  ","- ","- ","    .     ","- ",1460662,"19,22",280739,1460662,"0,914",13377
01090,"CHATENAY ",21627,"21,17",4582,"- ","    .     ","- ",21627,"5,1",1106,21627,"0,914",203
01091,"CHATILLON EN MICHAILLE ",2025030,"16,08",325619,"- ","    .     ","- ",2064569,"24,69",72327,2064569,"0,914",18864
01091,"CHATILLON EN MICHAILLE                             dans la ZAE ","- ","       .  ","- ","- ","    .     ","- ",39539,"21,54",8516,39539,"0,914",361
01092,"CHATILLON LA PALUD ",83283,"19,57",16287,"- ","    .     ","- ",83283,"5,1",4236,83283,"0,914",775
01093,"CHATILLON / CHALARONNE ",4076833,"23,35",951914,"- ","    .     ","- ",4353315,"26,95",190824,4353315,"0,914",39858
01093,"CHATILLON / CHALARONNE                             dans la ZAE ","- ","       .  ","- ","- ","    .     ","- ",276482,"23,89",66051,276482,"0,914",2530
01094,"CHAVANNES SUR REYSSOUZE ",76139,"16,5",12560,"- ","    .     ","- ",76139,"8,05",6135,76139,"0,914",700
01095,"CHAVANNES SUR SURAN ","- ","       .  ","- ","- ","    .     ","- ","N.C. ","23,62","N.C. ","N.C. ","0,914","N.C. "
01096,"CHAVEYRIAT. ",59301,"19,13",11353,"- ","    .     ","- ",59301,"3,09",1831,59301,"0,914",538
01097,"CHAVORNAY ",8953,"15,15",1358,"- ","    .     ","- ",8953,"7,72",691,"- ","      .   ","- "
01098,"CHAZEY BONS ","- ","       .  ","- ","- ","    .     ","- ",511840,"22,59",115625,"- ","      .   ","- "
01099,"CHAZEY SUR AIN ","- ","       .  ","- ","- ","    .     ","- ",341696,"19,22",65675,341696,"0,914",3144
01100,"CHEIGNIEU LA BALME ","- ","       .  ","- ","- ","    .     ","- ",5313,"25,06",1332,"- ","      .   ","- "
01101,"CHEVILLARD ","- ","       .  ","- ","- ","    .     ","- ",15066,"18,45",2780,15066,"0,914",138
01102,"CHEVROUX ",63127,"16,6",10480,"- ","    .     ","- ",63127,"8,05",5084,63127,"0,914",585
01103,"CHEVRY ",34316,"19,17",6578,"- ","    .     ","- ",34316,"3,68",1268,34316,"0,914",316
01104,"CHEZERY-FORENS ",54233,"18,57",10074,"- ","    .     ","- ",54233,"3,68",1997,54233,"0,914",497
01105,"CIVRIEUX ","- ","       .  ","- ","- ","    .     ","- ",488701,"22,07",107856,488701,"0,914",4480
01106,"CIZE ","- ","       .  ","- ","- ","    .     ","- ",188694,"22,7",42833,188694,"0,914",1725
01107,"CLEYZIEU ",0,"9,09",0,"- ","    .     ","- ",0,"5,78",0,"- ","      .   ","- "
01108,"COLIGNY ",128841,"16,99",21889,128838,"1,88",2418,128841,"5,72",7375,128841,"0,914",1177
01109,"COLLONGES ","N.C. ","19,16","N.C. ","- ","    .     ","- ","N.C. ","23,88","N.C. ","N.C. ","0,914","N.C. "
01109,"COLLONGES                                          dans la ZAE ","- ","       .  ","- ","- ","    .     ","- ","N.C. ","20,2","N.C. ","N.C. ","0,914","N.C. "
01110,"COLOMIEU ","- ","       .  ","- ","- ","    .     ","- ",9854,"25,45",2508,"- ","      .   ","- "
01111,"CONAND ",2851,"13,89",396,"- ","    .     ","- ",2851,"5,78",165,"- ","      .   ","- "
01112,"CONDAMINE LA DOYE ","- ","       .  ","- ","- ","    .     ","- ",52555,"21,65",11378,52555,"0,914",482
01113,"CONDEISSIAT ",50431,"19,56",9865,"- ","    .     ","- ",50431,"3,06",1535,50431,"0,914",465
01114,"CONFORT ",103926,"20,32",21121,"- ","    .     ","- ",103926,"3,15",3273,103926,"0,914",952
01115,"CONFRANCON ",457830,"7,83",35865,"- ","    .     ","- ",457830,"18,06",82684,457830,"0,914",4197
01116,"CONTREVOZ ","- ","       .  ","- ","- ","    .     ","- ",24753,"24,21",5994,"- ","      .   ","- "
01117,"CONZIEU ","- ","       .  ","- ","- ","    .     ","- ",3892,"24,21",944,"- ","      .   ","- "
01118,"CORBONOD ",486901,"19,4",94463,"- ","    .     ","- ",486901,"3,49",17001,486901,"0,914",4452
01119,"CORCELLES ","- ","       .  ","- ","- ","    .     ","- ",8236,"22,58",1859,"- ","      .   ","- "
01121,"CORLIER ","- ","       .  ","- ","- ","    .     ","- ",11814,"22,14",2616,"- ","      .   ","- "
01122,"CORMARANCHE EN BUGEY ","- ","       .  ","- ","- ","    .     ","- ",51505,"22,16",11412,"- ","      .   ","- "
01123,"CORMORANCHE SUR SAONE ","- ","       .  ","- ","- ","    .     ","- ",296461,"20,23",59979,296461,"0,914",2718
01124,"CORMOZ ","- ","       .  ","- ","- ","    .     ","- ",152986,"18,36",28086,152986,"0,914",1399
01125,"CORVEISSIAT ","- ","       .  ","- ","- ","    .     ","- ",284912,"23,62",67294,284912,"0,914",2608
01127,"COURMANGOUX ","- ","       .  ","- ","- ","    .     ","- ",34222,"23,62",8078,34222,"0,914",318
01128,"COURTES ","- ","       .  ","- ","- ","    .     ","- ",32419,"18,36",5953,"- ","      .   ","- "
01129,"CRANS ",6397,"19,46",1244,"- ","    .     ","- ",6397,"5,1",329,"- ","      .   ","- "
01130,"CRAS SUR REYSSOUZE ",144179,"7,76",11180,"- ","    .     ","- ",144179,"18,06",26034,144179,"0,914",1329
01133,"CRESSIN ROCHEFORT ","- ","       .  ","- ","- ","    .     ","- ","N.C. ","30,44","N.C. ","- ","      .   ","- "
01134,"CROTTET ","- ","       .  ","- ","- ","    .     ","- ",390269,"20,23",78952,390269,"0,914",3585
01135,"CROZET ",358125,"20,33",72807,"- ","    .     ","- ",358125,"3,68",13194,358125,"0,914",3288
01136,"CRUZILLES LES MEPILLAT ","- ","       .  ","- ","- ","    .     ","- ",23719,"20,23",4800,23719,"0,914",224
01138,"CULOZ ","- ","       .  ","- ","- ","    .     ","- ",3206094,"24,64",789999,"- ","      .   ","- "
01139,"CURCIAT DONGALON ","- ","       .  ","- ","- ","    .     ","- ",33659,"18,36",6181,33659,"0,914",310
01140,"CURTAFOND ",339373,"7,76",26329,"- ","    .     ","- ",339373,"18,06",61288,339373,"0,914",3103
01141,"CUZIEU ","- ","       .  ","- ","- ","    .     ","- ",15060,"24,21",3648,"- ","      .   ","- "
01142,"DAGNEUX ","- ","       .  ","- ","- ","    .     ","- ",2935496,"19,85",582686,2935496,"0,914",26869
01143,"DIVONNE LES BAINS ",3508307,"16,68",585146,"- ","    .     ","- ",3508307,"3,68",129172,3508307,"0,914",32114
01144,"DOMMARTIN ","- ","       .  ","- ","- ","    .     ","- ",20984,"19,42",4078,"- ","      .   ","- "
01145,"DOMPIERRE SUR VEYLE ","- ","       .  ","- ","- ","    .     ","- ",93605,"25,5",23872,93605,"0,914",866
01146,"DOMPIERRE SUR CHALARONNE ",26788,"19,87",5321,"- ","    .     ","- ",26788,"3,06",821,"- ","      .   ","- "
01147,"DOMSURE ",141395,"15,22",21524,141395,"2,07",2925,141395,"5,72",8089,141395,"0,914",1299
01148,"DORTAN ","- ","       .  ","- ","- ","    .     ","- ",581663,"22,72",132152,581663,"0,914",5329
01149,"DOUVRES ","- ","       .  ","- ","- ","    .     ","- ",31809,"19,22",6113,31809,"0,914",297
01150,"DROM ","- ","       .  ","- ","- ","    .     ","- ",8460,"23,62",1997,8460,"0,914",79
01151,"DRUILLAT ","- ","       .  ","- ","- ","    .     ","- ","N.C. ","21,42","N.C. ","N.C. ","0,914","N.C. "
01152,"ECHALLON ","- ","       .  ","- ","- ","    .     ","- ",68324,"20,24",13827,68324,"0,914",624
01153,"ECHENEVEX ",175518,"18,38",32255,"- ","    .     ","- ",175518,"3,68",6462,175518,"0,914",1609
01154,"ETREZ ","N.C. ","7,26","N.C. ","- ","    .     ","- ","N.C. ","18,06","N.C. ","N.C. ","0,914","N.C. "
01155,"EVOSGES ",15946,"18,48",2945,"- ","    .     ","- ",15946,"5,78",921,"- ","      .   ","- "
01156,"FARAMANS ","- ","       .  ","- ","- ","    .     ","- ",26761,"19,22",5143,26761,"0,914",252
01157,"FAREINS ","- ","       .  ","- ","- ","    .     ","- ",309395,"22,07",68281,309395,"0,914",2848
01158,"FARGES ",18906,"19,93",3768,"- ","    .     ","- ",18906,"3,68",701,18906,"0,914",180
01159,"FEILLENS ","- ","       .  ","- ","- ","    .     ","- ",2214515,"19,42",430083,"- ","      .   ","- "
01160,"FERNEY-VOLTAIRE ",3573378,"18,44",658901,"- ","    .     ","- ",4431082,"23,88",304023,4426282,"0,914",40493
01160,"FERNEY-VOLTAIRE                                    dans la ZAE ","- ","       .  ","- ","- ","    .     ","- ",852904,"20,2",172285,852904,"0,914",7797
01162,"FLAXIEU ","- ","       .  ","- ","- ","    .     ","- ","N.C. ","21,7","N.C. ","- ","      .   ","- "
01163,"FOISSIAT ",172123,"7,85",13517,"- ","    .     ","- ",172123,"18,06",31076,172123,"0,914",1579
01165,"AMAREINS FRANCHELEINS ","- ","       .  ","- ","- ","    .     ","- ",56280,"21,46",12076,56280,"0,914",515
01166,"FRANS ","- ","       .  ","- ","- ","    .     ","- ",381950,"22,07",84296,381950,"0,914",3502
01167,"GARNERANS ","- ","       .  ","- ","- ","    .     ","- ",29977,"19,76",5926,"- ","      .   ","- "
01169,"GENOUILLEUX ","- ","       .  ","- ","- ","    .     ","- ",33229,"21,46",7130,33229,"0,914",304
01170,"BEARD-GEOVREISSIAT                                 hors de la ","- ","       .  ","- ","- ","    .     ","- ",389095,"21,73",84557,389095,"0,914",3564
01170,"BEARD-GEOVREISSIAT                                 dans la ZAE ","- ","       .  ","- ","- ","    .     ","- ",145842,"21,06",30714,145842,"0,914",1334
01171,"GEOVREISSET ","- ","       .  ","- ","- ","    .     ","- ",412328,"22,72",93683,412328,"0,914",3776
01172,"GERMAGNAT ","- ","       .  ","- ","- ","    .     ","- ",5009,"23,62",1182,5009,"0,914",47
01173,"GEX ",1802877,"20,08",361975,"- ","    .     ","- ",1802877,"3,68",66407,1802877,"0,914",16565
01174,"GIRON ",10454,"15,93",1664,"- ","    .     ","- ",10454,"3,15",330,10454,"0,914",100
01175,"GORREVOD ",153482,"17,86",27408,"- ","    .     ","- ",153482,"8,05",12354,153482,"0,914",1401
01176,"GRAND ABERGEMENT ",5602,"14,16",796,"- ","    .     ","- ",5602,"7,72",431,"- ","      .   ","- "
01177,"GRAND CORENT ","- ","       .  ","- ","- ","    .     ","- ",9185,"23,62",2168,9185,"0,914",86
01179,"GRIEGES ","- ","       .  ","- ","- ","    .     ","- ",599139,"20,23",121208,599139,"0,914",5492
01180,"GRILLY ",117631,"22,23",26148,"- ","    .     ","- ",117631,"3,68",4331,117631,"0,914",1075
01181,"GROISSIAT ","- ","       .  ","- ","- ","    .     ","- ",1338357,"22,72",304070,1338357,"0,914",12235
01182,"GROSLEE ",52920,"14,53",7691,"- ","    .     ","- ",52920,"4,22",2232,"- ","      .   ","- "
01183,"GUEREINS ","- ","       .  ","- ","- ","    .     ","- ",476349,"21,46",102236,476349,"0,914",4345
01184,"HAUTECOURT ROMANECHE ","- ","       .  ","- ","- ","    .     ","- ",151884,"22,7",34485,151884,"0,914",1386
01185,"HAUTEVILLE LOMPNES ","- ","       .  ","- ","- ","    .     ","- ",684911,"23,1",158234,"- ","      .   ","- "
01186,"HOSTIAZ ","N.C. ","19,4","N.C. ","- ","    .     ","- ","N.C. ","5,78","N.C. ","- ","      .   ","- "
01187,"HOTONNES ",176445,"16,18",28547,"- ","    .     ","- ",176445,"7,72",13612,"- ","      .   ","- "
01188,"ILLIAT ","- ","       .  ","- ","- ","    .     ","- ",44726,"19,76",8836,"- ","      .   ","- "
01189,"INJOUX GENISSIAT ","N.C. ","23,66","N.C. ","- ","    .     ","- ","N.C. ","3,15","N.C. ","N.C. ","0,914","N.C. "
01190,"INNIMOND ",4914,"20,74",1020,"- ","    .     ","- ",4914,"4,22",207,"- ","      .   ","- "
01191,"IZENAVE ","- ","       .  ","- ","- ","    .     ","- ",8800,"20,65",1816,8800,"0,914",82
01192,"IZERNORE ","- ","       .  ","- ","- ","    .     ","- ",2920809,"20,87",609565,2920809,"0,914",26709
01193,"IZIEU ","- ","       .  ","- ","- ","    .     ","- ","N.C. ","32,69","N.C. ","- ","      .   ","- "
01194,"JASSANS RIOTTIER ","- ","       .  ","- ","- ","    .     ","- ",1439173,"21,57",310410,"- ","      .   ","- "
01195,"JASSERON ","- ","       .  ","- ","- ","    .     ","- ",484017,"25,5",123425,484017,"0,914",4434
01196,"JAYAT ",366847,"7,33",26889,"- ","    .     ","- ",366847,"18,06",66249,366847,"0,914",3356
01197,"JOURNANS ","- ","       .  ","- ","- ","    .     ","- ",16236,"21,42",3476,16236,"0,914",156
01198,"JOYEUX ","- ","       .  ","- ","- ","    .     ","- ",4957,"19,22",953,4957,"0,914",47
01199,"JUJURIEUX ","- ","       .  ","- ","- ","    .     ","- ",340713,"21,9",74589,340713,"0,914",3108
01200,"LABALME ","- ","       .  ","- ","- ","    .     ","- ",12973,"21,9",2839,12973,"0,914",118
01202,"LAGNIEU ","- ","       .  ","- ","- ","    .     ","- ",2803076,"19,22",538756,2803076,"0,914",25699
01203,"LAIZ ","- ","       .  ","- ","- ","    .     ","- ",495232,"20,23",100188,495232,"0,914",4538
01204,"LALLEYRIAT ","- ","       .  ","- ","- ","    .     ","- ",173818,"20,61",35824,173818,"0,914",1590
01205,"LANCRANS ",78086,"20,36",15904,"- ","    .     ","- ",78086,"3,15",2464,78086,"0,914",722
01206,"LANTENAY ","- ","       .  ","- ","- ","    .     ","- ",50773,"21,66",10996,50773,"0,914",465
01207,"LAPEYROUSE ","- ","       .  ","- ","- ","    .     ","- ",25467,"20,68",5261,25467,"0,914",235
01208,"LAVOURS ","- ","       .  ","- ","- ","    .     ","- ","N.C. ","20,53","N.C. ","- ","      .   ","- "
01209,"LEAZ ","N.C. ","21,56","N.C. ","- ","    .     ","- ","N.C. ","3,68","N.C. ","N.C. ","0,914","N.C. "
01210,"LELEX ",160320,"20,14",32293,"- ","    .     ","- ",160320,"3,68",5910,160320,"0,914",1470
01211,"LENT ","- ","       .  ","- ","- ","    .     ","- ",122040,"25,5",31118,122040,"0,914",1121
01212,"LESCHEROUX ","- ","       .  ","- ","- ","    .     ","- ",38053,"18,36",6985,"- ","      .   ","- "
01213,"LEYMENT ","- ","       .  ","- ","- ","    .     ","- ",528109,"19,22",101503,528109,"0,914",4839
01214,"LEYSSARD ","- ","       .  ","- ","- ","    .     ","- ",4579,"20,96",961,4579,"0,914",43
01215,"LHOPITAL ","- ","       .  ","- ","- ","    .     ","- ","- ","       .  ","- ","- ","      .   ","- "
01216,"LHUIS ",148187,"20,36",30166,"- ","    .     ","- ",148187,"4,22",6246,"- ","      .   ","- "
01218,"LOCHIEU ",5135,"14,2",730,"- ","    .     ","- ",5135,"7,72",396,"- ","      .   ","- "
01219,"LOMPNAS ",5539,29,1605,"- ","    .     ","- ",5539,"4,22",233,"- ","      .   ","- "
01221,"LOMPNIEU ",3965,"17,62",700,"- ","    .     ","- ",3965,"7,72",306,"- ","      .   ","- "
01224,"LOYETTES ","- ","       .  ","- ","- ","    .     ","- ",531120,"19,22",102079,531120,"0,914",4891
01225,"LURCY ","- ","       .  ","- ","- ","    .     ","- ",16598,"21,46",3562,16598,"0,914",151
01227,"MAGNIEU ","- ","       .  ","- ","- ","    .     ","- ",449881,"25,12",113010,"- ","      .   ","- "
01228,"MAILLAT ","- ","       .  ","- ","- ","    .     ","- ",587162,"20,99",123250,587162,"0,914",5368
01229,"MALAFRETAZ ",104005,8,8314,104005,"1,36",1415,104005,"18,06",18773,104005,"0,914",948
01230,"MANTENAY MONTLIN ","- ","       .  ","- ","- ","    .     ","- ",21071,"18,36",3869,21071,"0,914",194
01231,"MANZIAT ","- ","       .  ","- ","- ","    .     ","- ",721038,"19,42",140038,"- ","      .   ","- "
01232,"MARBOZ ",1296109,"16,7",216430,1296109,"1,41",18287,1296109,"5,72",74132,"- ","      .   ","- "
01233,"MARCHAMP ",3628,"26,24",953,"- ","    .     ","- ",3628,"4,22",152,"- ","      .   ","- "
01234,"MARIGNIEU ","- ","       .  ","- ","- ","    .     ","- ",9838,"24,93",2451,"- ","      .   ","- "
01235,"MARLIEUX ","- ","       .  ","- ","- ","    .     ","- ",105703,"20,68",21850,105703,"0,914",967
01236,"MARSONNAS ",56489,"7,51",4248,"- ","    .     ","- ",56489,"18,06",10201,56489,"0,914",520
01237,"MARTIGNAT ","- ","       .  ","- ","- ","    .     ","- ",1469698,"22,72",333915,1469698,"0,914",13449
01238,"MASSIEUX ","- ","       .  ","- ","- ","    .     ","- ",798609,"22,07",176255,798609,"0,914",7314
01239,"MASSIGNIEU DE RIVES ","- ","       .  ","- ","- ","    .     ","- ","N.C. ","28,27","N.C. ","- ","      .   ","- "
01240,"MATAFELON GRANGES ","- ","       .  ","- ","- ","    .     ","- ",493551,"24,6",121407,493551,"0,914",4519
01241,"MEILLONNAS ","- ","       .  ","- ","- ","    .     ","- ",70463,"23,62",16630,70463,"0,914",660
01242,"MERIGNAT ","- ","       .  ","- ","- ","    .     ","- ",5021,"21,9",1098,5021,"0,914",45
01243,"MESSIMY ","- ","       .  ","- ","- ","    .     ","- ",97501,"21,46",20929,97501,"0,914",888
01244,"MEXIMIEUX ","- ","       .  ","- ","- ","    .     ","- ",1992725,"19,22",383005,1992725,"0,914",18314
01245,"BOHAS MEYRIAT RIGNAT ","- ","       .  ","- ","- ","    .     ","- ",53042,"22,7",12046,53042,"0,914",481
01246,"MEZERIAT ",208487,"18,23",38028,"- ","    .     ","- ",208487,"3,09",6425,"- ","      .   ","- "
01247,"MIJOUX ",179699,"24,5",44034,"- ","    .     ","- ",179699,"3,68",6622,179699,"0,914",1647
01248,"MIONNAY ","- ","       .  ","- ","- ","    .     ","- ",560081,"20,68",115799,560081,"0,914",5111
